Title	Text
From the archive: Kingsley Amis and his love of horror films, July 1968	The novelist Kingsley Amis wrote about being a horror film addict for the Observer Magazine of 7 July 1968 (‘Terror in the Cinema’). This is surprising because Amis had an extreme fear of the dark and of being alone. Of course, this being Amis, he objected to the popular term. ‘Terror film would be a better label,’ he argued, because ‘they are not symptoms of the sickness of our society’. Amis was an anti-intellectual when it came to genre films – ‘eggheads out!’ – preferring to simply enjoy the ‘cavortings both abominable and harmless’. Indeed, when he wondered what the appeal of the horror film was, he wrote: ‘Like Mark Twain on a dissimilar occasion, I have an answer to that: I don’t know.’ He argued that ‘The adult Western, like Bad Day at Black Rock, demonstrating its seriousness by short-changing us on action, has not made its mark.’ That may have been true, but it certainly wasn’t true of the John Sturges noir classic. ‘The psychological thriller, under Hitchcock, has done better,’ Amis said, ‘though it only really clicked when it abandoned the supposedly deep probing of Spellbound for the fairly straight and very enthusiastic Grand Guignol of Psycho.’ He admired the US contribution to ‘the great horror revival’, especially that of Vincent Price ‘whether receiving or dealing out assorted gory treatments’. Difficult also to disagree with his assessment of ‘one of the best horror episodes of all’ – the ventriloquist’s-dummy sequence in 1945’s Dead of Night. Amis had an amusingly hard time suspending his disbelief in The Fly: ‘Here, the hastiest of mumbo-jumbo was run through with the palpable design of proceeding to the disagreeable activities and physical appearance of a fly with a chap’s head and a chap with a fly’s head… Even science-fiction ought to have balked at the idea of giving both these characters some kind of human intelligence.’
If It Were Love review – a dance doc powered by the exuberance of youth	There is a delicate mixture of sensuality and creativity in this documentary. Patric Chiha follows the rehearsal and performance of a dance piece called Crowd by the Franco-Austrian artist and choreographer Gisèle Vienne, about the 90s club scene. The film follows the dance itself and stages one-on-one conversation scenes in which the young dancers talk about each other and the characters they play – a higher gossip, perhaps, about their lives and how this fictional creation shapes their sense of themselves and their sexuality. Compared with, say, Gaspar Noé’s orgiastic dance movie Climax, If It Were Love is certainly more calm and less mad, more ruminative and less confrontational. Perhaps what it is about fundamentally is youth, something each dancer radiates unknowingly: a pure energy and abandon and openness. It would be better to witness this dance piece live (a Covid-era yearning) but there is something interesting in seeing this eternal theme of youth explored and embodied. A dancer might talk about how a kiss did not happen with another character on stage – or, alternatively, that it did happen – and the exchange feels personally charged and intimate, like a conversation taking place after a party, with people confiding who they think they are in love with. And of course to some extent these conversations themselves are fictional performances, which the film builds into the official choreography. If It Were Love is probably more of a festival event film than anything, but it is valuable and pregnant with ideas. • Released on 11 February on Mubi.
Tell us: what’s your favourite romcom?	Valentine’s Day is fast approaching – but with the UK still in lockdown, a romantic meal out is off the table. What better time, then, to get cosy with your favourite romcom? Whether it’s a film or TV show, a golden oldie or a recent release, we want to hear about the romcoms that you return to, time and again. Share your experiences You can get in touch by filling in the form below, anonymously if you wish. Your responses are secure as the form is encrypted and only the Guardian has access to your contributions. One of our journalists will be in contact before we publish, so please do leave contact details. If you’re having trouble using the form, click here. Read terms of service here.
The Twentieth Century review – Canadian satire dials up the quirk	Matthew Rankin is an experimental Canadian film-maker now presenting his debut feature, and the director he most obviously resembles is the silent-movie pasticheur Guy Maddin – a comparison some will find intriguing and others heart-sinking. For me, it’s somehow both. But there are interesting signs that Rankin has something Maddin does not: a sense of humour. We get one or two actual laughs. The Twentieth Century is a weird melange of expressionist theatrics, monochrome and bleached-out colourisations (although it is not faux-silent in the Maddin style, and no scratches on the print), sometimes resembling a stage-play. It is a quirky dream-comedy about Mackenzie King, Canada’s venerable Liberal prime minister and establishment panjandrum, which satirises the country’s stolid colonial traditions. King – or a fictionalised version of him – is played by Dan Beirne as an earnest, priggish young careerist with a Stan Laurel-ish bowler hat. He yearns to be prime minister, subservient to the British colonial establishment, symbolised by a national flag called the “Disappointment”. King is also in love with his political rival’s daughter Ruby (Catherine St-Laurent) but finds himself drawn to his elderly mother’s Francophone Quebecers separatist nurse (Sarianne Cormier) and there are bizarre sexual shenanigans, as King derives secret pleasure from sniffing Catherine’s discarded boot. It is funny when King and his competitors have to go through a series of wacky tests (in lieu of anything like a democratic election) to see if they have the right stuff to be a properly pompous and pointless Canadian prime minister. Finally, the film dissolves in silliness and whimsy, but not before it’s given us some surreal spectacle. • Released on 15 February on Mubi.
Letter: Michael Apted obituary	In 2005 Michael Apted, then president of the Directors Guild of America, sent me an email saying that he wanted to set up a meeting of British film and television directors, to seek to counteract the disastrous erosion of their rights, creative and financial. I had been his assistant at Granada TV 30 years earlier. Three months later more than 100 people, few of whom knew each other personally, gathered in central London. Michael spoke quietly, pointing out that we were represented by multiple organisations and that this was a catastrophic weakness. A group of us volunteered to meet again and two years later a powerful single voice, Directors UK, emerged. It would not have done so without Michael’s gentle but firm insistence.
Breeder review – muddled torture porn horror	A movie from Denmark that sounds enjoyably bizarre but actually amounts to a yucky helping of torture/imprisonment porn and gonzo violence. Sara Hjort Ditlevsen is Mia, a stylish woman with a liking for horses and BDSM. Her rich but dull husband, Thomas (Anders Heinrichsen), is squeamish about gratifying Mia’s tastes, but hardly squeaky clean. He is a secret investor in a creepy eternal-youth genetic treatment programme, being developed by the couple’s sinister neighbour Dr Isabel Ruben (Signe Egholm Olsen), who looks 40 but is actually 60 and has some sort of hold on Thomas; she is now kidnapping young women off the streets for her research like a latter-day Elizabeth “Blood Countess” Báthory. Mia tries investigating Dr Ruben’s loathsome facility and finds herself walled up there as well. The hero/villain dynamic in this film gets muddled, which is important for this kind of horror-melodrama: Mia is at first presented as not very nice – arrogant, maybe, infatuated with wealth and status, and nursing unresolved feelings about her dark taste in transgressive sex. But other people then easily trump her nastiness and Mia has to be a sexualised victim-heroine in the evil torture-dungeon scenario (although her BDSM is now presented as ironic). Thomas’s split loyalties, meanwhile, make him seem feeble rather than complex. As for Dr Ruben, she has a Rosa Klebb-like energy that would be interesting in a less humourless film. • Available from 15 February on digital formats.
Dead Pigs review – winding tale of life in cash-crazed Shanghai	A breezily westernised style of Chinese movie is on offer in this 2018 debut feature from Chinese-American film-maker Cathy Yan, who two years later went to Hollywood to direct Birds of Prey, starring Margot Robbie. Dead Pigs is an ensemble dramedy set in Shanghai that satirises – in a distinctly lenient way – the commercialism eating away at China’s heart. It is inspired by a real-life incident in which thousands of dead pigs were found in the city’s Huangpu river, dumped by poverty-stricken farmers who couldn’t pay the disposal fees; the pig symbolism reminded me a tiny bit of Alan Bennett’s A Private Function. Candy Wang (Vivian Wu) is a beauty salon owner who lives in her parents’ rickety old house, the only one standing in a rubble-strewn waste ground, because she is holding out against offers from a property company called Golden Happiness; it wants to build a bizarre Vegas-style development there based on Barcelona, complete with a tacky replica of the Sagrada Família. Her brother Old Wang (Haoyu Yang) is in dire financial trouble after borrowing money from gangsters to fund his absurd “investment portfolio” in pigs, which have all died. Old Wang’s son Zhen (Mason Lee) is a hard-up waiter who pretends to his dad he’s doing well; he befriends wealthy Instagram-style princess Xia Xia (Meng Li) and soon finds out how lonely and unhappy she really is. Meanwhile, Golden Happiness have hired a smooth American architect called Sean (David Rysdahl), whose US qualifications are phoney: he has been recruited by another American, Angie (Zazie Beetz), for sideline work as a model for promo events, pretending to be an American celeb or reality TV star. The movie zings and pinballs around, ricocheting within its ironic pattern of coincidences, and those dead pigs keep bobbing metaphorically up, reported by TV news broadcasts – always a cheesy and unconvincing storytelling technique. Dead Pigs is an unassuming topical entertainment (rather different from the movies of its executive producer Jia Zhangke), but diverting and well-acted. • Released on 12 February on Mubi.
Moufida Tlatli, Silences of the Palace director, dies aged 73	Moufida Tlatli, the pioneering Tunisian film-maker behind much-admired festival hits The Silences of the Palace and The Season of Men, has died aged 73. News media said that she died on Sunday, with the news confirmed by the Tunisian ministry of culture. Tlatli remains best known for her breakthrough 1994 feature The Silences of the Palace, a lyrical study of a woman’s return to an abandoned royal residence, which tackled the themes of exploitation and trauma as experienced across generations of Arab women. It won a string of international awards, including the Sutherland trophy at the London film festival for the most “original and imaginative” film of the year, and was named as one of Africa’s 10 best films by critic and director Mark Cousins. The film was inspired by her mother’s difficult life; in 2001, Tlatli told the Guardian she “was riven with guilt … It was so insupportable, exhausting, suffocating.” Tlatli told the Guardian: “Traditionally in the Arab film world, a girl works in continuity or is an editor. I had never thought of making films.” In her next film, released in 2000, Tlatli dealt with not dissimilar material about relations between the sexes. The Season of Men is about a community on the Tunisian island of Djerba whose males spend most of the year away working, and return only for a month. The Guardian’s Peter Bradshaw called it “a beautifully lucid, compassionate film [and] a powerful and deeply engaging family drama”. Like Silences of the Palace, The Season of Men found much favour on the international film circuit, winning a number of awards. Tlatli was born in 1947 in Sidi Bou Said and studied film editing in Paris, before returning to Tunisia in 1972 to work as an editor. She completed a third feature, Nadia et Sarra, in 2004, starring Palestinian actor-director Hiam Abbass. In 2011, Tlatli was appointed minister for culture in the transitional government after the Tunisian revolution. •This article was amended on 9 February to correct the assertion that Tlatli was the first female Arab film-maker to direct a feature film.
Willy’s Wonderland review – Nicolas Cage cleans up in gory horror story	There will be sniggering once word gets out about this ridiculous horror film featuring a former kids’ birthday venue/game arcade occupied by evil, life-size animatronic puppets. However, to its credit, the film doesn’t take itself in the slightest bit seriously, because with a premise like that, really how could it? Especially when it has Nicolas Cage, uncharacteristically silent in a dialogue-free role, starring as a bad-ass drifter tricked into spending a night cleaning the haunted premises but proving to be a worthy opponent of the malevolent mechanical creatures. A posse of pesky, academically challenged kids are on hand to be picked off one by one by the bestiary of broken toys, whose leader takes the shape of a sinister weasel named Willy. The great character actor Beth Grant (Mrs Sometimes I Doubt Your Commitment to Sparkle Motion in Donnie Darko) plays the local sheriff who gets to give the big explication monologue about the building’s history, real estate deals and satanic possession. Casting a deep intertextual shadow over proceedings is the spirit of Chuck E Cheese, the string of franchised restaurants featuring oversized mechanical puppets founded in the US in the early 80s that scarred the psyches of people such as Willy’s Wonderland director Kevin Lewis. The parody versions of the songs here are pretty funny, as is Cage’s solemn devotion to his job, down to his insistence that he takes a pinball game break at intervals throughout the film. There’s also something weirdly satisfying about watching him clean the grime off the restaurant, like one of those reality-TV shows in which middle-aged ladies with rubber gloves scrub the homes of hoarders, but with added demons. • Willy’s Wonderland is available on digital platforms from 12 February.
Anti-Life review – ropey Alien-lite romp with Bruce Willis	It’s the year 2242 and Bruce Willis is still an ageing tough guy who’s kicking butt. That’s the alarming prospect raised by this ropey low-budget sci-fi set aboard a spacecraft carrying 300,000 people from dying Earth to life on a new planet. The plot centres on a parasitic alien chomping its way through the crew hired to keep the vessel ticking over while the passengers cryogenically sleep out the six-month journey. And the film-makers, having borrowed the storyline from Alien, also go for the same blue-collar, boilersuit-wearing, truckers-in-space realism. Willis growls a few lines, half-arses a catchphrase or two and points a gun. The film’s actual lead character is played by Cody Kearsley: Noah, a janitor on this spacecraft, which is the last to leave Earth for the new colony. His heavily pregnant girlfriend is a passenger. (Weirdly, no one seems worried about cryogenically deep-freezing her unborn baby.) Willis plays his hard-drinking boss Clay, though it’s a stretch to call what he does here acting. Security on board is tight following bomb threats from rebels who believe that, having screwed up one planet, humanity don’t deserve another spin of the wheel. It’s a briefly interesting idea, this group of militants trying to stop the spread of parasite humans into outer space, but instead Anti-Life feeds off sci-fi movies past. Enter an alien organism that first appears on screen as a glistening blur accompanied by scuttering on the soundtrack. I’m not sure if it’s still possible after so many Alien copycats to make the spectacle of an alien lifeform exploding out of a human host genuinely scary – and definitely not with the silly effects here. It’s called Anti-Life but it’s definitely not pro film. • Available from 12 February on digital platforms.
Dragon Rider review – starry family animation seeks fire	Not to be mistaken for the Dreamworks film How to Train Your Dragon franchise, here is a reasonably entertaining German family animation based on the 1997 bestseller by children’s author Cornelia Funke. It’s a great-looking film, energetically voiced in English by an A-team of British actors, but seriously let down by unexciting storytelling. Little children, though, may connect to the environmental message. Once upon a time, dragons and humans coexisted in harmony until humans hunted dragons close to extinction. Now the dragons live hidden deep in the rainforest, but deforestation is bringing their old foe ever closer. Among the dragons is young Firedrake (voiced by Thomas Brodie-Sangster), who has an embarrassing problem: he can’t breathe fire. Whenever he tries, only little fart-puffs of smoke come out. To prove his worth, he sets off to find a mythical utopia in the Himalayas, a place where dragons are said to live in peace and safety. Firedrake’s sidekick is feisty chipmunk Sorrell (Felicity Jones), and the pair set off on a predictable quest to find the mythical rim. Not far behind them is villain Nettlebrand, a manmade metal dragon (wonderfully voiced by Patrick Stewart with a sneer of superiority). En route they pick up homeless human teenager Ben (Freddie Highmore), who pretends to be a dragon rider. And here, jarringly, the film-makers drop in a winking reference to their rival franchise: when Firedrake crash-lands into the human city, there is the premiere of film called How to Tame Your Dragon. This movie doesn’t match the first couple of Train Your Dragon films for imagination. Still, it’s got a gag that would never make it into a Hollywood family movie: the first time the kid Ben meets Firedrake, he peers underneath the dragon and asks bemusedly: “You are a male dragon, aren’t you?” • Released on 12 February on Sky Cinema.
School's Out Forever review – gloriously gory adaptation of YA sci-fi horror	Adapted from a trilogy of young adult books by Scott K Andrews, that forms part of the “shared world” Afterblight Chronicles series, this gory British boys’ school-set sci-fi posits a deadly virus that swiftly kills almost everyone everywhere except those with a particular blood type. If The Lord of the Flies crossed with The Road and a dash of Tom Brown’s School Days sounds like your bag of blood, than this ruthless romp will be a kick in the head. Director Oliver Milburn, who has made a bunch of horror-themed shorts and one feature (The Harsh Light of Day), has a real knack for staging action and coaxing sincere, punchy performances from his mostly young cast. Much of the story is seen through the eyes of Lee (Oscar Kennedy, actually 22 but babyfaced enough to pass for a teenager), one of the few scholarship boys at St Mark’s, a posh all-male school deep in the English countryside. Busted by the headmaster (Anthony Head, forever Giles from Buffy the Vampire Slayer) for a silly prank, he gets expelled on the same day the UK government starts talking about closing the border to prevent the spread of a deadly virus. Naturally, this fictional UK being true to form, it is already too late; when Lee is left alone he has nowhere else to go but back to St Mark’s. There he finds a few survivors, including his best buddy Mac (Liam Lau Fernandez), a matron not much older than the boys (Jasmine Blackborow) and a few teachers. The survivors start scavenging for food but before long they run afoul of the townies from the well-heeled suburb nearby. Milburn’s screenplay has a streak of dry wit but it never goes for cheap laughs. Instead, it’s a surprisingly bleak and merciless work, judiciously killing off both sympathetic and unlikable characters, including some of the kids and even an unfortunate pet, a line most films are too timid to cross but one that is entirely plausible given the circumstances. Expect more instalments in the franchise if this one takes off. • Available from 15 February on digital platforms.
Broil review – Jonathan Lipnicki serves up murder in fantasy thriller	Any Gen Xers happy to see one more pop culture touchstone bulldozed will appreciate this ambitious but overstuffed fantasy thriller in which Jerry Maguire’s gorgeous poppet Jonathan Lipnicki appears as a murderous autistic chef with an encyclopaedic knowledge of toxins. He plays Sydney, a short-order cook hired by two scions of the fearsome Sinclair clan to dispatch the patriarch August (Timothy V Murphy) at a family dinner. This monster, with a caustic Ulster accent and a grin like a dagger flash, has cut a deal with his children to take custody of his granddaughter Chance (Avery Konrad) so he can inculcate her into the full extent of her powers. The Sinclairs must be invited over the threshold, need daily transfusions of human blood, and sprout tumours after being exposed to too much daylight – so are they vampires? An “oversimplification,” according to Sydney. Beginning with Chance at home and being expelled from school, director Edward Drake tries to ground Broil’s mythology in a more original, domestic setting. But his preamble is off-puttingly cumbersome, full of insinuated but vague backstory that becomes even harder to navigate when the film drops into nested flashbacks and flashforwards to usher in the murder plot. Drake works hard stylistically, but his reagents – Twilight-style young adult and high-gothic horror – threaten never to mix. Eventually, the dinner gives the narrative some focus. From the head of the table, August ferrets out his poisoners and – turning the dial up on a performance that already began close to 10 – organises a set of sadistic after-dinner games in revenge. The power games and grandstanding far more cleanly impart the family’s place within the dark metaphysical backdrop Drake had been awkwardly pinning up behind them. His flair for maintaining a rancorous grand-guignol atmosphere – without resorting to too much gore – hints at a promising future in genre cinema, provided he can keep things simple. • Released on 15 February on digital formats.
Sator review – deeply creepy cabin-in-the-woods horror	This extremely low-budget horror film is a lot like a bunch of movies you know – particularly The Blair Witch Project and The Witch, as well as the experimental cinema of Kenneth Anger – but also not quite like anything else. It’s a kind of uniqueness to be treasured, although genre fans may feel frustrated with how slowly the plot reveals itself, its degraded visual style, and its wilful obliqueness. Shot mostly in a snowy forest and a log cabin that writer-director Jordan Graham built himself (he did every job on the film, apart from acting), the film mixes staged scenes with found material. It’s performed mostly by actors but also by Graham’s grandmother June Peterson, who appears to have dementia in real life and whose belief in a supernatural being called Sator who watches over her forms the seed around which Graham has grown the story. Gabriel Nicholson plays June’s withdrawn fictional grandson Adam, who is seemingly disturbed by events long ago; he now lives in the cabin. His obsession with “deer” in the woods is revealed to be a haunting by creepy-looking horned creature-y things that have a way of turning up in a jump cut. Adam’s siblings check up on him, but it becomes clear that this is one screwed-up family. Mixing black and white, low-resolution footage with more colourful material creates a bricolage-like effect that keeps wrong-footing the viewer. Graham uses darkness and a very sparse score/soundscape to create a truly disturbing work that relies not so much on gore as the uncanny in its most potent form: stillness, pools of darkness and just-visible figures. I’ve watched dozens of films at home since lockdown, and this is one of the few I wish I could have seen in a blacked-out cinema. • Sator is available on digital platforms from 15 February.
Pvt Chat review – refreshingly grownup take on virtual sex	In a 2016 Vanity Fair article, Nancy Jo Sales wrote about prostitution going mainstream, describing a new economy of young people selling their bodies to pay off student loans or just to get by in the tough economic climate. On the same theme, Ben Hozie makes his feature debut with this semi-insightful, uncomfortably funny indie drama about a man who becomes obsessed with an online sex worker. It’s a film with a slackerish mumblecore vibe, and Hozie is refreshingly grown up about sex. But it’s hard to see how his film adds much to the conversation about intimacy in the internet age. It’s set in the self-consciously hip New York art scene where Jack (Peter Vack) calls himself a professional gambler; though watching him max out his credit cards playing internet blackjack it’s obvious that he’s hooked. His other addiction is cam-girls – women who perform sex acts in front of a webcam for money. Jack spends a fortune tipping his favourite, dominatrix Scarlet (Julia Fox); she calls him her slave and in a funny-excruciating scene virtually stubs her cigarette out on his tongue. What’s clever about the script is that Jack isn’t some “incel” creep who can’t function in the real world. He’s a bit lost, but he’s funny and good-looking (though pallid from all that screen time). An artist ex-girlfriend wants to sleep with him – sex in the real world. But Jack prefers it virtually. About halfway in the perspective flips to Scarlet, played with super-sexy charisma by Fox (who was Adam Sandler’s girlfriend in Uncut Gems and worked as a dominatrix in real life). There is no question of slut-shaming Scarlet – being a sex worker is her choice. But she’s a disappointing character: empty-headed and, away from the webcam, a doormat to her slimy playwright boyfriend. This film is not nearly so edgy as it thinks it is. • Pvt Chat is available on digital platforms from 12 February.
Shia LaBeouf's legal team denies abuse claims by ex-girlfriend FKA twigs	American actor Shia LaBeouf’s legal team has denied allegations of sexual battery and assault made by his former girlfriend, British musician FKA twigs, in a civil lawsuit last year. LaBeouf’s attorney said in a court filing that the actor “denies generally and specifically each and every allegation” in the complaint. The court document, filed on 5 February and made available to Reuters on Thursday, also states that the singer’s allegation of sexual battery was invalid “because none of the acts alleged were based on sex.” The civil lawsuit, filed in Los Angeles superior court in December under her real name Tahliah Barnett, sought unspecified damages for alleged sexual battery, assault and emotional distress. Barnett also accused LaBeouf of emotional abuse during their year-long relationship in 2019. The lawsuit states that in February 2019 Barnett was a passenger in a vehicle that LaBeouf was driving recklessly, and that he removed his seatbelt and threatened to crash unless she said she loved him. The pair had taken a trip to the desert outside Los Angeles, during which, Barnett alleged, LaBeouf once woke her up in the middle of the night by choking her. LaBeouf, 34, a former child star, is currently undergoing unspecified in-patient treatment, according to a source close to the actor. He had previously issued a general statement apologizing for hurting those around him and citing a history of alcoholism and aggression. In an interview with the New York Times, Barnett, 32, characterised her experience with LaBeouf as “the worst thing I’ve ever been through in the whole of my life” and said she wanted to raise awareness of “the tactics that abusers use to control you and take away your agency”. Responding to detailed allegations about his conduct, LaBeouf told the Times that “many of these allegations are not true” but that he owed Barnett and Karolyn Pho, another woman whose claims feature in the lawsuit, “the opportunity to air their statements publicly and [for me to] accept accountability for those things I have done”. Barnett’s attorney said in a statement on Thursday that LaBeouf’s “legal tact and recovery plan, while not surprising, are poorly misguided self-help strategies.”
Slalom review – a teenage skier's hopes go downhill in bone-chilling abuse drama	Fifteen-year-old Lyz (Noée Abita) is on course to become a champion skier. A gifted athlete, she also has the grit, fearlessness and youthful arrogance necessary to rise through the ranks at a training programme in the Alps. In this tense, bone-chilling first feature, French writer-director Charlène Favier looks at how teenage girls are often punished for that boldness. Abita plays Lyz with an air of invincibility that soon curdles into powerlessness as her coach, Fred (Jérémie Renier), begins to scrutinise and prey on her vulnerabilities. He comments on her changing body, pinching her stomach and lecturing her about how “periods are beautiful”. But for every inappropriate remark, there’s welcome praise too. With her mother (Muriel Combeau) off in Marseilles and distracted by a new boyfriend, and her friends more interested in partying, perfectionist Lyz can’t help but crave adult acknowledgment. It’s a vicious cycle: Lyz trains harder, and so Fred intervenes further, treating each win as an invitation to cross another boundary. Favier is smart on the mechanics of abuse, and the sobering inevitability of her heroine’s downhill skid. • On Curzon Home Cinema
Letter: Rémy Julienne obituary	I worked on many commercials with Rémy Julienne (obituary, 4 February). He “acted” in so many films that he deserved a special Oscar. When actors were not allowed to take part in dangerous driving scenes, he was always the first to step up. “Any fool can crash a car – the trick is to walk away after,” he said. His brilliant team organised for me a seven-car crash on a rain-soaked road (for a commercial for Uniroyal rain tyres directed by Jean-Jacques Annaud). Shot with six cameras, it was perfect – Cut! – then, one hour later, Rémy told me that all the cars were repaired and they were ready for a second take. That was the sort of organisation that made Rémy’s L’Equipe team so valuable to film directors all over the world.
Barb and Star Go to Vista Del Mar review – Wiig and Mumolo laughing all the way to the beach	This fun and diverting comedy from work wives Kristen Wiig and Annie Mumolo, who co-wrote 2011’s Bridesmaids, has a silly premise. After being made redundant, culotte-wearing besties Barb (Mumolo) and Star (Wiig) use their severance pay to escape their midwestern hometown for a holiday at the Palm Vista Hotel in Florida. It’s a “middle-aged paradise”, and so Edgar (Jamie Dornan), the young Irish heartthrob they meet at the bar, sticks out like a sore thumb. He’s there on business, involved in a sinister plot involving genetically modified mosquitos. The sci-fi stuff is tedious, but Wiig and Mumolo are bawdy and brilliant as ever, their effortless chemistry bolstered by years of collaboration. As for Dornan, a notably sombre and wooden screen presence in the Fifty Shades of Grey movies, he is required to prance about a sandy beach, participate in several musical numbers and even shake a pair of maracas. He’s an interesting, amusing casting choice, genuinely endearing here as a supervillain’s accomplice and wannabe boyfriend. Comedy, it seems, is a less awkward fit. Available on multiple VOD platforms
Music review – Sia's tone-deaf treatment of autism	For many years, Australian pop star Sia has hidden behind a fringe that covers her eyes. Using actors instead of starring in her own music videos, she has preferred not to centre herself. Yet her directorial debut appears to draw from her own experiences with addiction; its protagonist Zu (a near-bald Kate Hudson) is a recovering alcoholic. This is confusing, given that the film’s title refers to her non-speaking, neurodivergent younger sister Music (Maddie Ziegler), whose main purpose is to absolve Zu from her troubled past. Ziegler, who appeared on the reality TV show Dance Moms, and features in some of Sia’s best-known videos (including Chandelier and Elastic Heart), is not herself on the autistic spectrum. It’s a problem, especially given the cartoonishness of her portrayal, which sees her gurning, grimacing and mumbling through her scenes. Music uses an augmentative and alternative communication device to translate rudimentary expressions such as “I am happy” and “I am sad”. Her interior world is just as simplistic, conveyed via goofy musical interludes rendered in childlike primary colours and abstract shapes. The lyrics, jaunty platitudes about Music’s “magic mind” and failing body, are offensive too. These self-consciously upbeat moments clash horribly with the wider redemption narrative. Available on multiple VOD platforms from 15 February
The Kiosk review – fond farewell to a Parisian newsstand	In its unassuming way, this sparky documentary captures an aspect of modern Paris life at the very moment that it’s becoming obsolete: almost a fragment of the belle époque. Alexandra Pianelli is an artist and film-maker who is working shifts at a newspaper kiosk in Paris, which is run by her mum and which was once run by her grandparents and great-grandparents before that. With a headcam, she films the regular customers who come in to buy their papers and magazines and generally chat and flirt with Pianelli – her camera records their faces, and she also sketches them and creates witty little models and stop-motion animation sequences to show what life is like in her kiosk. Things are tough. A distribution strike reduces the number of papers they have to sell but their overheads remain the same. An old-fashioned clippings research agency goes bust owing them €30,000, which they will never see. A demo on the street results in better sales one day, but their eyes are stinging from the teargas. Unlike British cornershops selling papers, the kiosk can’t diversify into fruit, veg and convenience-store sandwiches. And, of course, most importantly, the internet is killing print – the kiosk’s bread and butter. Pianelli’s mum is seriously considering retirement and letting the kiosk be dismantled (and we are entitled to suspect that the film-maker knew perfectly well from the outset that this retirement is a certainty, and would provide her with a bittersweet ending). We in fact only glimpse Pianelli herself a couple of times – but her headcam is clearly an icebreaker for the regulars who cheerfully play up, now that they know what she is doing. This is a very sweet, charming film and there is something high-minded and even innocent about this little island of print journalism. • The Kiosk is released on 19 February on True Story.
Digger review – family tensions are unearthed in slow-burn Greek drama	Its plot featuring a giant mining corporation known as “the monster” tearing up the landscape and causing bitter division among the hard-drinking local populace, this handsomely shot drama could be taking place in rust-belt America. But this is backwoods Greece, where forest rancher Nikitas (Vangelis Mourikis), first seen fending off a landslide caused by the miners’ activities, is fighting a running battle to keep them from despoiling the haven he loves. A motorbike throttle at midnight announces the arrival of his estranged son Johnny (Argyris Pandazaras), whose need to claim his inheritance adds to the pressure on Nikitas to ship out. With this father-son conflict, and a liking for contemporary imagery like Johnny’s motocross track to liven up the classicism, director Georgis Grigorakis in his feature debut makes a claim on the same kind of romantic-realist territory as Jacques Audiard. Father and son are forced to cohabit in Nikitas’s forest cabin; their feuding starts small – he tries to make Johnny wear slippers inside – but gradually becomes inflamed by past grievances. Mourikis, looking like a skulking Leonard Cohen, coolly underplays the resentment and regrets until they explode at the corporate lackeys, like when they cut down his walnut tree. It’s a shame that, as it ramps up, this generational tension isn’t dramatised with the sharpness it might have been. Johnny is more thinly drawn, leaving Digger over-reliant on Nikitas’s selfish idealism – and some occasionally on-the-nose scenes revolving around it. Luckily, Grigorakis’ breakdown of the town’s factions is more subtle. And he and cinematographer Giorgos Karvelas not only have an eye for striking visuals, but they know how to use them in amplifying counterpoint: the forest dells are filmed with the protective intimacy Nikitas feels for them, as against the shock and awe of the mining excavator’s behemoth teeth. A bracing backdrop for a world-weary but engaging film. Released on 16 February on Mubi.
What Lies Below review – a dire coming-of-age horror with a fishy twist	You might find enough giggles in this stupendously silly coming-of-age horror to keep yourself amused. But, honestly, it’s not really funny enough to be enjoyably bad – even with a bizarro erotic storyline involving humans and fish. It stars Ema Horvath (who, it’s fair to say, looks pretty uncomfortable) as 16-year-old Liberty, back from summer camp to find that her mum, Michelle (Mena Suvari), has installed a young new boyfriend in their home. He is superhunk John, an aquatic geneticist played by Trey Tucker, whose wooden acting I doubt would make the grade in a porn film. Embarrassingly, Liberty can’t hide the fact that she has a massive crush on John. Worse, he creepily stares at her while making out with her mum in the kitchen – and walks around the house naked. Director Braden R Duemmler creates zero tension in these moments. Is there an erotic frisson between Liberty and John? Or does his behaviour amount to grooming? Through all of this, mum Michelle is clueless and poor Suvari has nothing to do but drool over John, and pant terrible cougar-ish lines like: “I’m riding him constantly.” As it happens, the question about which lucky lady has the keys to John’s heart melts away when he is seen – a la Troy McClure – pervily eyeing up specimens in the tank in the basement; fish are his one true love. “You’re kind of a weird dude,” says Liberty, underplaying the freaky plot twist. To prepare you for that, there’s a mad scene in which Liberty gets her period in a rowing boat with John – who leans over and licks the blood, a peculiar quiver passing over his face. The denouement when it comes is meant to be shriek of pure sci-fi horror; but really, you’d find better entertainment – and more energetic acting – watching a fish tank. • Released on 22 February on digital platforms.
